8.860245	0.00158929562	0.0174532925	-0.00331728942	0.0174532925	
8.868533	0.00279845349	0.0174532925	-0.00210813155	0.0174532925	
8.878655	0.00494448089	0.0174532925	3.78958549e-05	0.0174532925	
8.888797	0.00771361118	0.0174532925	0.00280702614	0.0174532925	
8.898946	0.0111000242	0.0174532925	0.00619343912	0.0174532925	
8.91733	0.019722709	0.0174532925	0.014816124	0.0174532925	
8.921617	0.0216604565	0.0174532925	0.0167538714	0.0174532925	
8.931762	0.0270445468	0.0261799388	0.0221379617	0.0174532925	
8.941888	0.0330330691	0.0261799388	0.0281264841	0.0174532925	
8.952024	0.0396463501	0.0261799388	0.0347397651	0.0174532925	
8.963266	0.0477810982	0.034906585	0.0428745132	0.0174532925	
8.972398	0.0548204649	0.034906585	0.0499138799	0.0261799388	
8.98247	0.0632266995	0.034906585	0.0583201145	0.034906585	
8.992607	0.0723074546	0.0436332313	0.0674008695	0.034906585	
9.00275	0.0820110497	0.0523598776	0.0771044646	0.0436332313	
9.012915	0.0923585444	0.0698131701	0.0874519594	0.0523598776	
9.023056	0.103299335	0.0698131701	0.0983927503	0.0610865238	
9.033183	0.11483292	0.0785398163	0.109926335	0.0698131701	
9.043338	0.127022801	0.0959931089	0.122116216	0.0872664626	
9.053502	0.13984237	0.104719755	0.134935785	0.0959931089	
9.064213	0.154064902	0.122173048	0.149158317	0.113446401	
9.073811	0.1673212	0.13962634	0.162414615	0.122173048	
9.083952	0.181962468	0.148352986	0.177055883	0.13962634	
9.09407	0.197180759	0.165806279	0.192274174	0.157079633	
9.104143	0.212938416	0.174532925	0.208031831	0.174532925	
9.114344	0.229532871	0.183259571	0.224626286	0.191986218	
9.124436	0.246554522	0.200712864	0.241647937	0.191986218	
9.134599	0.26431781	0.20943951	0.259411225	0.20943951	
9.144737	0.282655216	0.226892803	0.277748631	0.226892803	
9.154887	0.30164079	0.244346095	0.296734205	0.244346095	
9.165852	0.322896902	0.261799388	0.317990317	0.261799388	
9.175149	0.341368348	0.27925268	0.336461763	0.27925268	
