4.285696	0.00413301135	0.0174532925	0.00540636509	0.0174532925	
4.29426	0.00540095922	0.0174532925	0.00667431296	0.0261799388	
4.304371	0.00755960598	0.0174532925	0.00883295972	0.0261799388	
4.314499	0.0103381012	0.0174532925	0.011611455	0.0261799388	
4.324682	0.013755099	0.00872664626	0.0150284527	0.0261799388	
4.334798	0.0177624326	0.00872664626	0.0190357863	0.0261799388	
4.344915	0.0223844361	0.0174532925	0.0236577899	0.0261799388	
4.355077	0.0276480876	0.0261799388	0.0289214413	0.0261799388	
4.365195	0.0335006406	0.0261799388	0.0347739943	0.034906585	
4.37531	0.039965125	0.034906585	0.0412384788	0.0436332313	
4.386651	0.0480346345	0.034906585	0.0493079883	0.0523598776	
4.395648	0.0548475262	0.0436332313	0.05612088	0.0523598776	
4.405785	0.0631783431	0.0523598776	0.0644516968	0.0698131701	
4.415899	0.0721058697	0.0698131701	0.0733792235	0.0785398163	
4.426009	0.0816430169	0.0698131701	0.0829163707	0.0872664626	
4.436196	0.0918789005	0.0785398163	0.0931522543	0.0959931089	
4.446336	0.102683173	0.0959931089	0.103956526	0.104719755	
4.456473	0.114098397	0.104719755	0.11537175	0.122173048	
4.466606	0.126128773	0.113446401	0.127402127	0.130899694	
4.476786	0.138834395	0.122173048	0.140107748	0.13962634	
4.488165	0.153867113	0.13962634	0.155140467	0.148352986	
4.49703	0.165964714	0.13962634	0.167238068	0.157079633	
4.507165	0.180459962	0.148352986	0.181733316	0.157079633	
4.517303	0.195576145	0.165806279	0.196849499	0.165806279	
4.527405	0.211251378	0.174532925	0.212524732	0.174532925	
4.538313	0.228929585	0.174532925	0.230202939	0.183259571	
4.547671	0.244553716	0.183259571	0.245827069	0.191986218	
4.557777	0.262076853	0.200712864	0.263350206	0.191986218	
4.568087	0.280603466	0.20943951	0.28187682	0.20943951	
4.578037	0.299057265	0.226892803	0.300330619	0.226892803	
4.589329	0.320831031	0.244346095	0.322104385	0.235619449	
4.598387	0.338699641	0.261799388	0.339972995	0.261799388	
4.608484	0.35928315	0.27925268	0.360556504	0.27925268	
4.618763	0.380875221	0.305432619	0.382148575	0.296705973	
4.629063	0.403311118	0.322885912	0.404584471	0.331612558	
4.639014	0.425242533	0.34906585	0.426515887	0.34906585	
4.649123	0.448313958	0.383972435	0.449587312	0.375245789	
4.659285	0.472120362	0.410152374	0.473393716	0.401425728	
4.669388	0.496406397	0.436332313	0.497679751	0.436332313	
4.679489	0.521310087	0.462512252	0.522583441	0.471238898	
4.690612	0.549504083	0.497418837	0.550777437	0.506145483	
4.699863	0.573389488	0.532325422	0.574662842	0.541052068	
4.709964	0.600119218	0.567232007	0.601392571	0.575958653	
4.720049	0.627429982	0.602138592	0.628703336	0.619591884	
4.730397	0.656100862	0.637045177	0.657374216	0.654498469	
4.740338	0.684222191	0.671951762	0.685495545	0.689405055	
4.750458	0.713463839	0.715584993	0.714737192	0.72431164	
4.760578	0.743325813	0.750491578	0.744599167	0.759218225	
4.77067	0.773724715	0.785398163	0.774998069	0.79412481	
4.78091	0.805193853	0.811578102	0.806467207	0.820304748	
4.792001	0.840060836	0.846484687	0.84133419	0.855211333	
4.801281	0.869674447	0.881391272	0.870947801	0.890117919	
4.811333	0.902391749	0.907571211	0.903665103	0.925024504	
4.82139	0.93572881	0.942477796	0.937002164	0.959931089	
4.831494	0.969835425	0.977384381	0.971108778	0.986111027	
4.841941	1.00578662	1.01229097	1.00705998	1.02101761	
4.851805	1.04027422	1.0384709	1.04154757	1.04719755	
4.861926	1.07628633	1.07337749	1.07755969	1.07337749	
4.872044	1.11291281	1.09955743	1.11418617	1.09955743	
4.882205	1.15033093	1.13446401	1.15160429	1.13446401	
4.893313	1.1919957	1.16064395	1.19326905	1.16064395	
4.90246	1.22673143	1.19555054	1.22800478	1.18682389	
4.912626	1.26599707	1.23045712	1.26727043	1.22173048	
4.922723	1.30562158	1.26536371	1.30689493	1.25663706	
4.93291	1.34622486	1.30027029	1.34749821	1.29154365	
4.943203	1.3878649	1.33517688	1.38913826	1.33517688	
4.953354	1.42955631	1.37881011	1.43082967	1.37881011	
4.96348	1.47176789	1.42244334	1.47304124	1.41371669	
4.974021	1.51639353	1.46607657	1.51766688	1.45734993	
4.984421	1.56107594	1.5097098	1.56234929	1.50098316	
4.994628	1.60370485	1.56206968	1.6049782	1.55334303	
5.004436	1.64409455	1.60570291	1.6453679	1.59697627	
5.014542	1.68513841	1.65806279	1.68641177	1.64933614	
5.024685	1.72574186	1.71042267	1.72701521	1.70169602	
5.034792	1.76563245	1.7540559	1.7669058	1.7540559	
5.04501	1.80534422	1.81514242	1.80661758	1.79768913	
5.055088	1.84393081	1.85877565	1.84520416	1.85877565	
5.065246	1.88223857	1.91113553	1.88351193	1.90240888	
5.075451	1.92012657	1.96349541	1.92139993	1.95476876	
5.085493	1.95683403	2.01585529	1.95810739	2.00712864	
5.096182	1.99527279	2.05948852	1.99654615	2.04203522	
5.105824	2.02938113	2.10312175	2.03065449	2.0943951	
5.115951	2.06463894	2.14675498	2.0659123	2.13802833	
5.126131	2.09948521	2.19038821	2.10075856	2.18166156	
5.136187	2.13334067	2.23402144	2.13461402	2.21656815	
5.146404	2.16714171	2.26892803	2.16841507	2.25147474	
5.156518	2.2000128	2.30383461	2.20128615	2.28638132	
5.166602	2.23220554	2.33001455	2.2334789	2.32128791	
5.176774	2.26409764	2.35619449	2.26537099	2.35619449	
5.187072	2.29579016	2.37364778	2.29706351	2.38237443	
5.206215	2.35212103	2.41728101	2.35339438	2.43473431	
5.210537	2.36489294	2.42600766	2.36616629	2.44346095	
5.220699	2.39422633	2.44346095	2.39549968	2.46964089	
5.230767	2.42269523	2.46964089	2.42396858	2.49582083	
